OBJECTID,All_Bridges_2008April_BDEPT,All_Bridges_2008April_BIN,All_Bridges_2008April_Health_Index,All_Bridges_2008April_Item_6A,All_Bridges_2008April_Item_7,All_Bridges_2008April_Item___8_Bridge_Cat,All_Bridges_2008April_Item___8_Owner,All_Bridges_2008April_Item__16A,All_Bridges_2008April_Item__16B,All_Bridges_2008April_Item__16C,All_Bridges_2008April_Item__17A,All_Bridges_2008April_Item__17B,All_Bridges_2008April_Item__17C,All_Bridges_2008April_Item__26,All_Bridges_2008April_Item__28A,All_Bridges_2008April_Item__29,All_Bridges_2008April_Item__49,All_Bridges_2008April_Item__52,All_Bridges_2008April_Item__58,All_Bridges_2008April_Item_104,All_Bridges_2008April_Posting_2_Axle,All_Bridges_2008April_Posting_3_Axle,All_Bridges_2008April_Posting_5_Axle,All_Bridges_2008April_Struct_Def,All_Bridges_2008April_Town_Name,All_Bridges_2008April_RPA
757,B16398,AJ3,0.888888889,OTHER BOSTON SAND & GRAV,US  1 SB/BT 3-5,DES,CAN,42,22,0.300000012,71,3,0.9,11,1,18000,43.3,13.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
758,B16398,AJ4,0.9924,RR    MBTA/BMRR,US  1 NB/RP CT 6-8,REM,CAN,42,22,12,71,3,54,12,1,33200,77.4,11,5,TRUE,0,0,0,FALSE,Boston,MAPC
759,B16398,AJ5,0.888888889,RR    MBTA/BMRR,US  1 SB/BT 5-6,DES,CAN,42,22,0.300000012,71,3,0.9,11,1,18000,48.2,9.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
760,B16281,AJF,0.888888889,OTHER RELIEF,US  1 RAMP SB,DES,CAN,42,22,18,71,3,54,11,1,0,33.8,7.92,8,TRUE,0,0,0,FALSE,Boston,MAPC
761,A10011,2DL,0.8027,OTHER REPLACED BY AE2,OTHER REMOVED,REM,MHD,42,23,53.25,71,8,39.1776,12,4,75000,43.6,24.9,5,TRUE,9,18,28,FALSE,Arlington,MAPC
762,Q01001,2EA,0.669999921,WATER FORE RIVER,ST  3 A/WSHNGTN ST,CLO,MHD,42,14,39.50519943,70,58,4.2888,14,4,41000,403.3,23.2,0,TRUE,0,0,0,FALSE,Quincy,MAPC
763,B04011,2FV,0.777,ST 62 BURLINGTON RD,US  3 SB,REM,MHD,42,30,7.059599876,71,14,37.2012,12,2,59900,16.8,13.4,N,TRUE,0,0,0,FALSE,Bedford,MAPC
764,B04011,2FW,0.7464,ST 62 BURLINGTON RD,US  3 NB,REM,MHD,42,30,7.059599876,71,14,37.2012,12,2,59900,16.8,13.4,N,TRUE,0,0,0,FALSE,Bedford,MAPC
765,B04012,2FX,0.9423,WATER SHAWSHEEN RIVER,US  3 SB,REM,MHD,42,30,32.56200027,71,15,2.9556,12,2,59900,20.4,13.3,7,TRUE,0,0,0,FALSE,Bedford,MAPC
766,B04012,2FY,0.9424,WATER SHAWSHEEN RIVER,US  3 NB,REM,MHD,42,30,32.57279968,71,15,2.97,12,2,59000,20.4,13.3,6,TRUE,0,0,0,FALSE,Bedford,MAPC
767,B11004,2TP,0.5275,OTHER REPLACED BY 2TN,OTHER REMOVED,REM,MHD,42,32,20.65559959,70,53,15.3708,14,2,26559,150.6,16.1,6,TRUE,0,0,0,FALSE,Beverly,MAPC
768,B11004,2TQ,0.7767,OTHER REPLACED BY 2TN,OTHER REMOVED,REM,MHD,42,32,20.73480034,70,53,15.3816,14,2,26559,111.3,16.1,6,TRUE,0,0,0,FALSE,Beverly,MAPC
769,P03010,2UL,1,OTHER REPLACED BY AF9,OTHER REMOVED,REM,MHD,42,32,6.082799911,70,55,50.736,14,2,32000,11.9,14.6,7,TRUE,0,0,0,FALSE,Peabody,MAPC
770,C02041,35E,0,WATER NEPONSET RIVER,I  95 NB RAMP,REM,MHD,42,12,36,71,8,42,11,2,10,40.8,12.8,8,TRUE,0,0,0,FALSE,Canton,MAPC
771,C02026,35F,0.5525,WATER NEPONSET RIVER,I  95 NB/US1/ST128,REM,MHD,42,12,35.89199829,71,8,41.8452,11,4,157000,42.7,17.5,4,TRUE,0,0,0,FALSE,Canton,MAPC
772,C02027,35G,0.5458,WATER NEPONSET RIVER,I  95 SB/US1/ST128,REM,MHD,42,12,35.35200119,71,8,42.2124,11,3,166000,42.7,17.5,4,TRUE,0,0,0,FALSE,Canton,MAPC
773,D05047,35M,0.7604,COMB  AMTRAK/MBTA & PRKG,I  95 NB/ST128 NB,REM,MHD,42,12,39.30120087,71,8,49.0596,11,4,165000,66.4,18,4,TRUE,0,0,0,FALSE,Dedham,MAPC
774,D05047,35N,0.7538,COMB  AMTRAK/MBTA & PRKG,I  95 SB/ST128 SB,REM,MHD,42,12,38.68920135,71,8,49.3404,11,4,165000,66.4,18,4,TRUE,0,0,0,FALSE,Dedham,MAPC
775,D05048,35P,0.8505,HWY   ACCESS RD,I  95 NB/ST128 NB,REM,MHD,42,12,44.04959869,71,8,57.606,11,4,151000,40.2,18,6,TRUE,0,0,0,FALSE,Dedham,MAPC
776,D05048,35Q,0.7019,HWY   ACCESS RD,I  95 SB/ST128 SB,REM,MHD,42,12,43.47359848,71,8,57.9264,11,4,150000,40.2,17.9,0,TRUE,0,0,0,FALSE,Dedham,MAPC
777,W31005,35Y,0.4923,RR    MBTA/CSX,I  95 NB/US1SB,REM,MHD,42,13,32.18519974,71,10,39.0792,11,4,150000,41.1,18.1,4,TRUE,0,0,0,FALSE,Westwood,MAPC
778,W31013,360,0.9619,RR    MBTA/CSX,I  95 SB/US1NB,REM,MHD,42,13,31.77840042,71,10,39.972,11,3,155000,44.7,18,5,TRUE,0,0,0,FALSE,Westwood,MAPC
779,B16245,37J,0.6555,OTHER SUL SQ OP SB/GRDNR,OTHER REMOVED 2004,REM,MUN,42,23,3.235199928,71,4,30.5688,12,2,7500,121.3,10.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
780,B16245,37L,0.5104,OTHER SUL SQ OP NB/GRDNR,OTHER REMOVED 2004,REM,MUN,42,23,3.847199917,71,4,30.2448,12,2,27772,242.9,10.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
781,B16245,37N,0.374,OTHER SUL SQ OVP/RR&ST99,OTHER REMOVED 2004,REM,MUN,42,23,2.680799961,71,4,28.2828,12,4,45000,266.7,20.1,4,TRUE,0,0,0,FALSE,Boston,MAPC
782,B16245,37Q,0.7059,OTHER SUL SQ OVERP/ST99,OTHER REMOVED 2004,REM,MUN,42,22,59.89799881,71,4,25.6836,12,4,26600,141.1,21.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
783,B16184,38K,0.3424,WATER FORT POINT CHANNEL,HWY   NORTHERN AVE,CLP,MUN,42,21,16.15679932,71,3,0.2412,19,3,0,193.9,18.9,3,TRUE,0,0,0,FALSE,Boston,MAPC
784,B16361,38R,0.4009,OTHER SUMMER ST/C ST,OTHER REMOVED,REM,MUN,42,20,49.61399841,71,2,39.3072,14,4,19900,20.4,30.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
785,B16235,39L,0.6453,COMB  BLUE LINE & RELIEF,ST  1 A/RAMP NB,REM,MHD,42,22,26.88599968,71,1,50.5812,14,1,19900,18.6,9.1,0,TRUE,0,0,0,FALSE,Boston,MAPC
786,B16235,39N,0.6967,OTHER RELIEF,ST  1 A/RAMP EB,REM,MHD,42,22,18,71,1,60,14,1,35000,177.7,9.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
787,B16235,39Q,0.4337,ST  1 A/NB,ST  1 A/RAMP EB,REM,MHD,42,22,24,71,1,54,12,1,34000,229.5,8.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
788,B16235,39R,0.7456,ST  1 A/NB & EB RAMP,ST  1 A/RAMP WB,REM,MHD,42,22,25.1508007,71,1,51.744,14,1,39000,107,9.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
789,B16235,3A2,0.6978,OTHER RELIEF,ST  1 A/SB,REM,MHD,42,22,30.64800072,71,1,48.5508,12,2,37392,146.3,13.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
790,R05031,3AD,0,ST 60 WB/SQUIRE RD,US  1 RD NOT USED,CLO,MHD,42,25,0,71,0,60,12,3,10,59.1,16.5,7,TRUE,0,0,0,FALSE,Revere,MAPC
791,R05031,3AE,0,HWY   TO ST60 WB/SQUIRE,US  1 RD NOT USED,CLO,MHD,42,25,0,71,0,60,12,2,10,65.5,16.5,6,TRUE,0,0,0,FALSE,Revere,MAPC
792,R05034,3AL,0,ST 60 EB/SQUIRE RD,US  1 NE XWAY,CLO,MHD,42,25,44.71319962,71,1,9.4908,12,2,66000,44.5,16.9,7,TRUE,0,0,0,FALSE,Revere,MAPC
793,B16232,3AR,0.5845,I  93 OFF RAMP,I  93 UPPR ON RAMP,CLO,MHD,42,21,48,71,3,42,11,2,30000,180.7,10.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
794,B16232,3AT,0.5854,I  93 OFF RAMP,I  93 UPPR ON RAMP,CLO,MHD,42,21,48,71,3,42,11,2,66700,73.5,10.8,5,TRUE,0,0,0,FALSE,Boston,MAPC
795,B16232,3AU,0.586,I  93 NB OFF RAMP,I  93 SB UPR ON RP,CLO,MHD,42,21,48,71,3,42,11,2,26000,146.3,10.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
796,B16232,3AV,0.5852,I  93 SB OFF RAMP,I  93 NB UPR ON RP,CLO,MHD,42,21,48,71,3,42,11,2,37839,146.3,10.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
797,B16232,3AW,0.5574,COMB  PARKING & MBTA,I  93 SB OFF RP,CLO,MHD,42,21,48,71,3,36,11,2,26800,158.5,10.4,4,TRUE,0,0,0,FALSE,Boston,MAPC
798,B16232,3AX,0.6139,COMB  PARKING & MBTA,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,42,11,1,27850,158.5,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
799,B16232,3AY,0.6011,HWY   NASHUA ST & PARKNG,I  93 OFF RMP,CLO,MHD,42,21,58.22280121,71,3,51.372,11,2,54650,61.6,16.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
800,B16232,3B0,0.6243,HWY   NASHUA ST,I  93 OFF RMP,CLO,MHD,42,21,48,71,3,42,11,2,54650,36.9,10.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
801,B16281,3BF,1,I  93 SB,I  93 STB UPPR LVL,CLO,MHD,42,22,48,71,4,12,11,1,10,49.7,17.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
802,B16281,3BG,0.9801,RR    BMRR & MBTA,I  93 SB BT 61-63,CLO,MHD,42,22,46.66439819,71,4,36.2928,11,1,10,49.7,8.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
803,B16232,3BX,0,HWY   DEWEY SQ TUNNEL,I  93 NB DEAD RAMP,CLO,MHD,42,20,48,71,3,42,11,1,10,6.4,8.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
804,B16232,3C2,0.9222,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,DES,MHS,42,20,54,71,3,36,11,3,16500,6.4,7.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
805,B16232,3C3,0.320000035,COMB  I 90 & AMTRAK/MBTA,I  93 ONRP NB @BDW,REM,MHD,42,20,49.04520035,71,3,35.8308,11,2,45000,218.5,10.3,5,TRUE,0,0,0,FALSE,Boston,MAPC
806,B16232,3C5,0.5169,HWY   CITY STREETS,I  93 SB OFF RAMP,DES,MHS,42,20,48,71,3,42,11,1,4700,9.1,8.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
807,B16232,3C8,0.8233,HWY   DEWEY SQ TUNNEL,I  93 SB ON RAMP,DES,MHS,42,20,54,71,3,36,11,1,14040,14,7.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
808,B16232,3C9,-1,OTHER I 93 SB OFR/RELIEF,OTHER REMOVED,REM,MHD,42,20,42,71,3,42,11,2,5008,67.1,9.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
809,B16281,3CA,0.9948,HWY   MCNUTT BLV & RLIEF,I  93 SB BT18-23RP,CLO,MHD,42,22,18,71,3,60,11,1,10,149.7,8.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
810,B16232,3CC,0.7401,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,DES,MHS,42,20,54,71,3,36,11,1,10800,35.1,8.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
811,B16232,3CF,0,HWY   CITY STS,I  93 NB OF RP@TUN,REM,MHD,42,21,39.51720047,71,3,13.8888,11,2,24000,42.1,10.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
812,B16232,3CH,0,HWY   CITY STS,I  93 NB ON RP@TUN,REM,MHD,42,21,45.75239944,71,3,25.1748,11,2,26200,68.6,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
813,B16281,3CJ,-1,OTHER I93 ON RMP/MBTA,OTHER REMOVED,REM,MHD,42,22,24,71,4,12,11,1,17800,99.1,8.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
814,B16232,3CK,0,HWY   CITY STS,I  93 NB OFRMP@CSY,CLO,MHD,42,21,42,71,3,36,11,2,14500,80.2,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
815,B16232,3CL,0.4846,COMB  CAUSEWAY ST & PKNG,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,36,11,2,27850,165.8,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
816,B16232,3CM,0.4482,HWY   CITY ST & PARKING,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,36,11,2,27850,94.2,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
817,B16232,3CN,0.6933,HWY   CITY STS & PARKING,I  93 SB OFRMP SD,REM,MHD,42,21,48,71,3,36,11,2,26800,64.6,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
818,B16232,3CP,0.5056,OTHER PARKING,I  93 SB ON RAMP,CLO,MHD,42,21,48,71,3,36,11,2,26000,44.5,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
819,B16232,3CR,0.6843,COMB  CITY STS & PARKING,I  93 SB RMP @ CSY,CLO,MHD,42,21,42,71,3,42,11,2,21000,110.9,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
820,B16232,3CT,0.7277,HWY   CITY STS,I  93 SB OFRMP RF,CLO,MHD,42,21,30,71,3,24,11,2,31700,130.8,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
821,B16232,3CU,0.708500645,OTHER PARKING,I  93 SB ONRMP@TUN,CLO,MHD,42,21,30,71,3,24,11,1,28500,88.1,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
822,B16232,3CV,0.9768,HWY   HIGH ST,I  93 SB HIGHST RP,DES,MHS,42,21,6,71,3,12,11,1,40000,156.1,7.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
823,B16232,3D0,0.7305,HWY   RAMP RD,I  93 SB OFRMP@NS,CLO,MHD,42,21,30,71,3,42,11,2,6750,150.9,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
824,B16232,3D8,0.4781,HWY   DEWEY SQ TUNNEL,I  93 NB,DES,MHS,42,21,6.883200169,71,3,33.1524,11,3,102200,725.1,14.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
825,B16232,3DA,0.5956,HWY   SURFACE RD,I  93 S ABUT-BT 60,CLO,MHD,42,21,9.576000214,71,3,29.0196,11,3,88000,165.8,13.8,5,TRUE,0,0,0,FALSE,Boston,MAPC
826,B16281,3DB,0.67269974,I  93 SB BT A3-9,I  93 NB BT A3-9,CLO,MHD,42,22,12.01799965,71,3,50.1912,11,3,128000,216.1,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
827,B16232,3DF,0.4013,OTHER I 93 BT22-9/E BRKL,OTHER REMOVED,REM,MHD,42,20,39.74280167,71,3,42.4548,11,6,203730,64.1,27.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
828,B16232,3DG,0.475,HWY   DEWEY SQ TUNNEL,I  93 SB,DES,MHS,42,21,7.426799774,71,3,33.7356,11,3,93800,725.1,14.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
829,B16232,3DH,0.5909,HWY   SURFACE RD,I  93 BENT 60-56,CLO,MHD,42,21,24.66720009,71,3,5.9832,11,3,88000,83.8,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
830,B16281,3DJ,0.6729,I  93 SB BT 9-13,I  93 NB BT 9-13,CLO,MHD,42,22,15.18239975,71,3,54.7344,11,3,128000,117,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
831,B16232,3DK,0.577100889,OTHER I93/I 90&AMTK/MBTA,OTHER REMOVED,REM,MHD,42,20,47.91479874,71,3,39.1752,11,6,203730,202.1,27.4,4,TRUE,0,0,0,FALSE,Boston,MAPC
832,B16232,3DL,0.595699918,HWY   CITY STS,I  93 BENT 48-56,CLO,MHD,42,21,30.47400093,71,3,8.2944,11,3,88000,188.7,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
833,B16281,3DM,0.8081,I  93 SB BT 13-17,I  93 NB BT 13-17,CLO,MHD,42,22,18.49440002,71,3,59.4144,11,4,127789,99.7,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
834,B16232,3DP,0.5957,HWY   SURFACE RD,I  93 BENT 41-48,CLO,MHD,42,21,35.86320114,71,3,10.8432,11,3,88000,158.2,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
835,B16281,3DQ,0.6784,I  93 SB BT 17-24,I  93 NB BT 17-24,CLO,MHD,42,22,22.54439926,71,4,7.086,11,3,70000,181.1,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
836,B16232,3DT,0.5873,HWY   CITY STS,I  93 BENT 41-31,CLO,MHD,42,21,39.34080124,71,3,14.0328,11,6,176780,223.1,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
837,B16232,3DV,0.4619,HWY   CITY STS & PARKING,I  93 BENT 23-31,CLO,MHD,42,21,44.31240082,71,3,23.2128,11,6,88000,226.8,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
838,B16232,3DX,0.698,HWY   CITY STS,I  93 BENT 23-11,CLO,MHD,42,21,50.63759995,71,3,31.4316,11,6,88000,360,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
839,B16232,3.00E+00,0.7153,COMB  CAUSEWAY ST & PKNG,I  93 NB BNT 11-2,CLO,MHD,42,21,59.84640121,71,3,39.8016,11,3,81200,237.7,15.2,6,TRUE,0,0,0,FALSE,Boston,MAPC
840,B16232,3.00E+02,0.4537,I  93 SB BENT A3-2,I  93 NB BNT A3-2,CLO,MHD,42,22,6.848400116,71,3,45.036,11,3,85000,249.9,14,4,TRUE,0,0,0,FALSE,Boston,MAPC
841,B16281,3.00E+04,0,HWY   WATER ST & CANA RP,I  93 SB BT A3-9,CLO,MHD,42,22,11.62559986,71,3,50.9328,11,3,70000,216.1,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
842,B16281,3.00E+05,0.996,HWY   WATER ST & MCNUTT,I  93 SB BT 9-13,CLO,MHD,42,22,14.70720005,71,3,55.422,11,3,70000,117,25.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
843,B16232,3.00E+06,0.7155,COMB  CAUSEWAY ST & PKNG,I  93 SB  BENT 2-1,CLO,MHD,42,21,56.96640015,71,3,38.3148,11,3,85000,240.5,14.2,5,TRUE,0,0,0,FALSE,Boston,MAPC
844,B16281,3.00E+07,0.979,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 13-17,CLO,MHD,42,22,17.92560005,71,3,59.9472,11,3,128000,99.7,24.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
845,B16232,3.00E+08,0.441,WATER CHARLES RIVER,I  93 SB BENT A3-2,CLO,MHD,42,22,6.844799995,71,3,46.0476,11,3,85000,229.2,14,4,TRUE,0,0,0,FALSE,Boston,MAPC
846,B16281,3.00E+09,0.9968,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 17-24,CLO,MHD,42,22,21.96839905,71,4,7.6116,11,3,38000,181,22.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
847,W29027,801,0.777777778,WATER SEAVERNS BROOK,I  95 /ST128,BRI,MHD,42,20,30,71,15,48,12,8,158150,3.7,0,N,TRUE,0,0,0,FALSE,Weston,MAPC
848,W38027,803,0.777777778,WATER BROOK,I  93,BRI,MHD,42,32,18,71,9,48,11,8,131500,3,0,N,TRUE,0,0,0,FALSE,Wilmington,MAPC
849,W43032,80H,0.777777778,WATER ABERJONA RIVER,I  95 /ST128,BRI,MHD,42,29,54,71,8,12,11,8,161200,5.5,0,N,TRUE,0,0,0,FALSE,Woburn,MAPC
850,W43033,80J,0.777777778,WATER SWEET WATER BROOK,I  93 /ST128,BRI,MHD,42,31,6,71,8,2.39E-11,11,8,142000,4.6,0,N,TRUE,0,0,0,FALSE,Woburn,MAPC
851,L19010,80T,0.777777778,WATER SAUGUS RIVER,I  95 /ST128,BRI,MHD,42,30,42,71,2,12,11,8,115000,4.6,0,N,TRUE,0,0,0,FALSE,Lynnfield,MAPC
852,L19013,80V,0.777777778,WATER SAUGUS RIVER,I  95 /ST128&SE RP,BRI,MHD,42,31,0,71,5,30,16,2,15000,5.8,0,N,TRUE,0,0,0,FALSE,Lynnfield,MAPC
853,W01022,80W,0.777777778,WATER SAUGUS RIVER TRIB,I  95 /ST128,BRI,MHD,42,30,18,71,6,12,12,8,115000,4.6,0,N,TRUE,0,0,0,FALSE,Wakefield,MAPC
854,W13024,818,0.777777778,WATER ROSEMARY BROOK,I  95 /ST128,BRI,MHD,42,19,18,71,14,30,11,8,160310,3.7,0,N,TRUE,0,0,0,FALSE,Wellesley,MAPC
855,B16232,3CQ,0,COMB  I93 SB OFF & PKING,I  93 NB ON RP,REM,MHD,42,21,48,71,3,36,11,2,37839,64.6,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
856,W13020,86U,-1,OTHER W13020=N12054,OTHER 050497000101,DUM,MHD,0,0,0,0,0,0,,0,89900,0,22.9,?,TRUE,0,0,0,FALSE,Wellesley,MAPC
857,B16232,3BW,0,OTHER 1 93 NB RP/RELIEF,OTHER REMOVED,REM,MHD,42,21,48,71,3,36,11,2,10,23.8,11,6,TRUE,0,0,0,FALSE,Boston,MAPC
858,B16232,3CD,-1,OTHER I 93SB OR/ALBNY ST,OTHER REMOVED,REM,MHD,42,20,36,71,3,36,11,2,18920,80.8,9.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
859,B16232,3CX,0.777777778,OTHER US 1 SB/WATER ST,OTHER REMOVED,REM,MHD,42,22,0,71,6,0,12,1,28852,157,7.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
860,B16232,3CY,0.777777778,OTHER US 1 SB/US 1 NB,OTHER REMOVED,REM,MHD,42,22,0,71,6,0,12,2,34401,353.6,8.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
861,M02016,8AF,-1,WATER BROOK,ST128 @ STA 92,BRI,MHD,0,0,0,0,0,0,12,4,0,3,0,,TRUE,0,0,0,FALSE,Manchester,MAPC
862,S05010,8C1,-1,WATER PENNEY BROOK,US  1 @ STA 68,BRI,MHD,42,26,30,71,15,30,14,0,0,3.4,0,N,TRUE,0,0,0,FALSE,Saugus,MAPC
863,S05011,8C2,-1,WATER BROOK,US  1 @ STA 200,BRI,MHD,42,28,48.88000107,71,1,17.72,14,0,0,4.2,0,N,TRUE,0,0,0,FALSE,Saugus,MAPC
864,D03011,8C7,-1,WATER CRANE BROOK,HWY   SYLVAN ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers,MAPC
865,D03036,8C8,-1,WATER CRANE BROOK,HWY   PURCHASE ST,CUL,MUN,0,0,0,0,0,0,17,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers,MAPC
866,D03037,8C9,-1,WATER CRANE BROOK,HWY   ASH ST,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers,MAPC
867,E11003,8CA,-1,WATER EBBEN CREEK,ST133 EASTERN AVE,CUL,MUN,0,0,0,0,0,0,16,0,0,1.8,0,?,TRUE,0,0,0,FALSE,Essex,MAPC
868,G05003,8CB,-1,WATER MILL RIVER,ST127 WASHNGTON ST,CUL,MUN,0,0,0,0,0,0,16,0,0,5.5,0,,TRUE,0,0,0,FALSE,Gloucester,MAPC
869,G05006,8CC,-1,WATER TIDEWATER,ST133 ESSEX AVE,CUL,MUN,0,0,0,0,0,0,17,0,0,4.3,0,?,TRUE,0,0,0,FALSE,Gloucester,MAPC
870,G05012,8CD,-1,WATER WALKERS CREEK,HWY   WALKER ST,CUL,MUN,0,0,0,0,0,0,19,0,0,3,0,?,TRUE,0,0,0,FALSE,Gloucester,MAPC
871,I01013,8CG,-1,WATER LABOR-IN-VAIN CRK,HWY   ARGILLA RD,CUL,MUN,0,0,0,0,0,0,16,0,0,13.7,0,?,TRUE,0,0,0,FALSE,Ipswich,MAPC
872,M02003,8CH,-1,WATER SAW MILL BROOK,HWY   NORWOOD AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,4.6,0,?,TRUE,0,0,0,FALSE,Manchester,MAPC
873,M02005,8CJ,-1,WATER HEAD OF HARBOR,HWY   BEACH ST,CUL,MUN,0,0,0,0,0,0,11,0,0,4.3,0,?,TRUE,0,0,0,FALSE,Manchester,MAPC
874,M02012,8CK,-1,WATER WOLF TRAP BROOK,ST127 SUMMER ST,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,TRUE,0,0,0,FALSE,Manchester,MAPC
875,P03004,8CR,-1,WATER PROCTOR BROOK,US  1 @ STA 97,CUL,MHD,0,0,0,0,0,0,11,0,0,0.9,0,?,TRUE,0,0,0,FALSE,Peabody,MAPC
876,P03019,8CT,-1,WATER PROCTOR BROOK,ST128,CUL,MHD,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Peabody,MAPC
877,P03003,8CU,-1,WATER NORRIS BROOK,HWY   RUSSELL ST,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,,TRUE,0,0,0,FALSE,Peabody,MAPC
878,P03005,8CV,-1,WATER NORTH RIVER,HWY   CALLER RD,CUL,MUN,0,0,0,0,0,0,19,0,0,4.9,0,?,TRUE,0,0,0,FALSE,Peabody,MAPC
879,R09002,8CW,-1,WATER CREEK,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,?,TRUE,0,0,0,FALSE,Rockport,MAPC
880,R09003,8CX,-1,WATER SAW MILL BROOK,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,4.9,0,,TRUE,0,0,0,FALSE,Rockport,MAPC
881,T06008,8CY,-1,WATER HOWLETT BROOK,US  1 @ STA221,CUL,MHD,0,0,0,0,0,0,14,0,0,2.4,0,?,TRUE,0,0,0,FALSE,Topsfield,MAPC
882,T06015,8D0,-1,WATER MILE BROOK,HWY   IPSWICH RD,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,TRUE,0,0,0,FALSE,Topsfield,MAPC
883,L19009,8D2,-1,WATER LYNN CANAL,I  95 /ST128,CUL,MHD,0,0,0,0,0,0,11,0,0,2.1,0,,TRUE,0,0,0,FALSE,Lynnfield,MAPC
884,L18018,8D4,-1,WATER BROOK,ST  1 A/@ STA 31,CUL,MUN,0,0,0,0,0,0,11,0,0,1.8,0,?,TRUE,0,0,0,FALSE,Lynn,MAPC
