OBJECTID,All_Bridges_2009April_BIN,AllBridges_2009April_Boat,All_Bridges_2009April_Health_Index,All_Bridges_2009April_Item_6A,All_Bridges_2009April_Item_7,AllBridges_2009April_Item___8_Bridge_Cat,AllBridges_2009April_Item___8_Owner,AllBridges_2009April_Item__16A,AllBridges_2009April_Item__16B,AllBridges_2009April_Item__16C,AllBridges_2009April_Item__17A,AllBridges_2009April_Item__17B,AllBridges_2009April_Item__17C,All_Bridges_2009April_Item_26,AllBridges_2009April_Item__28A,All_Bridges_2009April_Item_29,AllBridges_2009April_Item__49,AllBridges_2009April_Item__52,AllBridges_2009April_Item__58,AllBridges_2009April_Item_104,AllBridges_2009April_Posting_2_Axle,All_Bridges_2009April_Posting_3_Axle,AllBridges_2009April_Posting_5_Axle,All_Bridges_2009April_Struct_Def,All_Bridges_2009April_Town_Name,AllBridges_2009April_RPA
672,4RK,NN,-1,US 20 N BEACON ST,I  90 WB,NBI,MTA,42,21,28.4724,71,9,19.5876,11,4,105465,37.8,17.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
673,4RL,NN,-1,HWY   PARSONS ST,I  90 EB,NBI,MTA,42,21,27.4932,71,9,29.5488,11,4,105465,19.2,17.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
674,4RM,NN,-1,HWY   PARSONS ST,I  90 WB,NBI,MTA,42,21,28.1736,71,9,29.9664,11,4,105465,19.2,17.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
675,4RN,NN,-1,COMB  I 90 & AMTRAK/MBTA,HWY   HARRISON AVE,NBI,MTA,42,20,48.3504,71,3,48.6288,16,4,8900,63.7,20.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
676,4RP,NN,-1,COMB  I90 W ONRP A & CSX,I  90 WB RAMP ON E,NBI,MTA,42,21,30.9384,71,7,20.6508,12,1,111,53,10.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
677,4RQ,NN,-1,COMB  I 90 & MBTA/CSX,HWY   SHAWMUT AVE,NBI,MTA,42,20,50.0388,71,3,58.5792,11,4,8900,42.7,19.2,4,TRUE,0,0,0,TRUE,Boston,MAPC
678,4RR,NN,-1,COMB  I90 W ONRP A & CSX,I  90 EB RAMP ON F,NBI,MTA,42,21,31.6368,71,7,20.0424,12,2,19900,44.8,11.9,5,TRUE,0,0,0,FALSE,Boston,MAPC
679,4RT,NN,-1,I  90 WB & RAMPS F D L,I  90 EB RAMP OFF,NBI,MTA,42,21,27.9864,71,7,20.0064,12,2,111,279.2,10.7,4,TRUE,0,0,0,TRUE,Boston,MAPC
680,4RU,NN,-1,COMB  I90 E RPS BD & CSX,HWY   CAMBRIDGE ST,NBI,MTA,42,21,36.2952,71,7,15.9024,14,4,19900,102.4,23.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
681,4RV,NN,-1,I  90,I  90 EB RAMP ON D,NBI,MTA,42,21,25.3872,71,7,14.7108,12,2,19900,365.5,14.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
682,4RW,NN,-1,RR    CSX,I  90 WB RAMP OFF,NBI,MTA,42,21,29.214,71,7,14.1528,12,3,111,234.4,14.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
683,4RX,NN,-1,RR    CSX,I  90 EB,NBI,MTA,42,21,12,71,7,6,11,4,62904,757.1,16.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
684,4RY,NN,-1,RR    CSX,I  90 WB,NBI,MTA,42,21,12,71,7,6,11,4,63725,757.7,16.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
685,4T0,NN,-1,COMB  I 90 & MBTA/CSX,US 20 COMM AVE,NBI,MTA,42,21,2.1672,71,6,43.9308,14,5,19900,115.8,22.1,5,TRUE,0,0,0,TRUE,Boston,MAPC
686,4T1,NN,-1,COMB  I 90 & MBTA/CSX,HWY   ST MARYS ST,NBI,MTA,42,20,56.2308,71,6,25.65,17,2,3000,53.3,12.9,4,TRUE,0,0,0,TRUE,Boston,MAPC
687,4T2,NN,-1,COMB  I 90 & MBTA/CSX,HWY   BEACON ST,NBI,MTA,42,20,52.026,71,6,3.924,14,6,19900,108.2,31.2,5,TRUE,0,0,0,FALSE,Boston,MAPC
688,4T3,NN,-1,COMB  I 90 & MBTA/CSX,HWY   BROOKLINE AV,NBI,MTA,42,20,51.558,71,5,54.7116,14,2,8900,60.7,19,7,TRUE,0,0,0,FALSE,Boston,MAPC
689,4T4,YY,-1,WATER MUDDY RIVER,I  90,NBI,MTA,42,20,51.9936,71,5,35.8872,11,4,101659,19.8,17.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
690,4T5,NN,-1,COMB  I 90 & MBTA/CSX,HWY   MASS AVE,NBI,MTA,42,20,50.838,71,5,18.006,14,4,19900,49.4,29,4,TRUE,0,0,0,TRUE,Boston,MAPC
691,4T6,NN,-1,COMB  I 90 & MBTA/CSX,HWY   BOYLSTON ST,NBI,MTA,42,20,50.5032,71,5,14.5572,14,4,19900,137.2,25.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
692,4T7,NN,-1,I  90 EB RAMP OFF B,ST  9 HUNTINGTN AV,NBI,MTA,42,20,50.7912,71,4,46.776,14,8,19900,10.1,6.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
693,4T8,NN,-1,COMB  I 90 & MBTA/CSX,ST  9 HUNTINGTN AV,NBI,MTA,42,20,52.4112,71,4,44.9328,14,4,19900,93.6,37.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
694,4T9,NN,-1,I  90 WB RAMP ON A,HWY   EXETER ST,NBI,MTA,42,20,53.6244,71,4,45.786,16,2,8900,10.1,7.3,N,TRUE,0,0,0,FALSE,Boston,MAPC
695,4TA,NN,-1,RR    MBTA/CSX,I  90 EB RAMPS OFF,NBI,MTA,42,20,48,71,4,48,11,2,15793,62.2,12.8,5,TRUE,0,0,0,FALSE,Boston,MAPC
696,4TB,NN,-1,COMB  I 90 & MBTA/CSX,HWY   DARTMOUTH ST,NBI,MTA,42,20,52.2852,71,4,36.336,16,4,8900,110.3,25.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
697,4TC,NN,-1,COMB  I 90 & MBTA/CSX,ST 28 SB/CLARENDON,NBI,MTA,42,20,52.7568,71,4,27.0804,16,4,8900,44.8,19,5,TRUE,0,0,0,FALSE,Boston,MAPC
698,4TD,NN,-1,COMB  I 90 & MBTA/CSX,HWY   BERKELEY ST,NBI,MTA,42,20,51.5616,71,4,18.462,11,4,19900,68.6,25.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
699,4TE,NN,-1,COMB  I 90 & MBTA/CSX,HWY   ARLINGTON ST,NBI,MTA,42,20,51.6768,71,4,9.8184,14,4,19900,52.4,19,5,TRUE,0,0,0,FALSE,Boston,MAPC
700,4TF,NN,-1,COMB  I 90 & MBTA/CSX,HWY   TREMONT ST,NBI,MTA,42,20,51.3024,71,4,7.9716,14,5,19900,52.1,25.1,4,TRUE,0,0,0,TRUE,Boston,MAPC
701,4TG,NN,-1,COMB  I 90 & AMTRAK/MBTA,HWY   WASHINGTN ST,NBI,MTA,42,20,49.326,71,3,54.3888,14,4,8900,59.7,20.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
702,4TQ,NN,-1,HWY   BROOKS ST,I  90 EB,NBI,MTA,42,21,27.0684,71,9,44.1756,11,4,105465,16.5,17.5,5,TRUE,0,0,0,TRUE,Boston,MAPC
703,4TR,NN,-1,HWY   BROOKS ST,I  90 WB,NBI,MTA,42,21,27.774,71,9,43.6608,11,4,105465,16.5,17.5,5,TRUE,0,0,0,TRUE,Boston,MAPC
704,4TT,NN,-1,COMB  I 90 & MBTA/CSX,HWY   MARKET ST,NBI,MTA,42,21,29.4408,71,8,54.0456,16,4,19900,57,22,7,TRUE,0,0,0,FALSE,Boston,MAPC
705,9YT,NN,-1,OTHER MDC PIPE@NRMBGA RD,I  90 RMP D INT 14,NBI,MTA,0,0,0,0,0,0,11,2,0,10.85,11.58,6,TRUE,0,0,0,FALSE,Weston,MAPC
706,9YY,NN,0.777777778,OTHER MDC AQUEDUCT,I  90 RAMPS A & B,NBI,MTA,42,20,31.55,71,15,37.8,11,8,47050,7.3,26.2,N,TRUE,0,0,0,FALSE,Weston,MAPC
707,4UA,NN,0.851851852,TR    RED HIGH SPEED LN,HWY   ADAMS ST,NBI,MBT,42,16,13.2528,71,4,6.3588,14,4,14100,17.4,43,8,TRUE,0,0,0,FALSE,Milton,MAPC
708,4V3,NN,0.740740741,TR    GREEN LINE D,HWY   PARK DR,NBI,MBT,42,20,42.3888,71,6,17.1,14,4,21000,27.7,31.7,7,TRUE,17,23,28,FALSE,Boston,MAPC
709,A7V,NN,0.9368,ST  9 WORCESTER ST,I  95 SB/ST128 SB,NBI,MHD,42,19,1.55,71,14,4.2,11,4,86000,43.9,22.2,5,TRUE,0,0,0,FALSE,Wellesley,MAPC
710,4WU,NN,-1,US  1 NB/BOS LOWR B11-32,US  1 SB/BS U11-32,NBI,MPA,42,22,29.9388,71,3,26.5284,12,3,29145,627.9,12.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
711,4WV,NN,-1,HWY   C'TOWN LOCAL STS,US  1 NB/BOST LOWR,NBI,MPA,42,22,38.9568,71,3,17.0316,12,3,45073,576.7,12.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
712,4WW,NN,-1,HWY   WATER ST/L MYSTIC,US  1 NB/L MYSTC L,NBI,MPA,42,22,48.5724,71,3,7.56,12,3,45073,133.8,12.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
713,4WX,NN,-1,US  1 NB/LIT MYSTIC LOWR,US  1 SB/L MYSTC U,NBI,MPA,42,22,48.5724,71,3,7.56,12,3,29145,133.8,12.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
714,4WY,NN,-1,HWY   CHELSEA LOCAL STS,US  1 NB/CHLSEA LW,NBI,MPA,42,23,15.936,71,2,42.7668,12,3,45073,862.3,12.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
715,4X0,NN,-1,US  1 NB/CHELSEA LOWER,US  1 SB/CHLSEA UP,NBI,MPA,42,23,15.936,71,2,42.7668,12,3,29145,1020.8,12.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
716,4X1,NN,-1,OTHER RELIEF,US  1 NB/TOLL LOWR,NBI,MPA,42,23,6.7416,71,2,51.3816,12,3,45073,326.7,12.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
717,4X2,NN,-1,US  1 NB/TOLL PLAZA LOWR,US  1 SB/TOLL UPPR,NBI,MPA,42,23,6.2232,71,2,51.8316,12,3,29145,326.7,12.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
718,4X3,YY,-1,WATER MYSTIC RIVER,US  1 NB/B MYSTC L,NBI,MPA,42,23,1.842,71,2,55.6512,12,3,45073,464.5,12.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
719,4X4,NN,-1,US  1 NB/BIG MYSTIC LOWR,US  1 SB/B MYSTC U,NBI,MPA,42,23,1.23,71,2,56.184,12,3,29145,464.5,12.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
720,AM0,NN,0.9988,I 495 & RAMP B,I 495 OFF RAMP D,NBI,MHD,42,19,20,71,34,19,17,1,20000,220.1,7.8,8,TRUE,0,0,0,FALSE,Marlborough,MAPC
721,AM2,NN,0.996,I 495 & RAMP D,I 495 RAMP E,NBI,MHD,42,19,14,71,34,16,17,1,20000,175.9,7.8,8,TRUE,0,0,0,FALSE,Marlborough,MAPC
722,AMB,NN,1,WATER NORTH RIVER,ST  3 A/MAIN ST,NBI,MHD,42,9,41,70,44,32,14,2,17600,169,16.25,9,TRUE,0,0,0,FALSE,Marshfield,MAPC
723,ARD,NN,0.715,ST 37 GRANITE ST,I  93 SB/US1SB,NBI,MHD,42,13,21.7416,71,1,52.3668,11,5,202200,32.2,22,7,TRUE,0,0,0,FALSE,Braintree,MAPC
724,ATA,NN,0.6693,WATER TOWN LINE BROOK,US  1 CUTLER HWY,NBI,MDC,42,26,18,71,0,30,12,4,54600,26.5,0,N,TRUE,0,0,0,FALSE,Revere,MAPC
725,AY9,NN,1,ST 62 BURLINGTON RD,US  3 SB,NBI,MHD,42,30,7.0596,71,14,37.2012,12,4,59900,40.25,24.51,7,TRUE,0,0,0,FALSE,Bedford,MAPC
726,AYA,NN,1,ST 62 BURLINGTON RD,US  3 NB,NBI,MHD,42,30,7.0596,71,14,37.2012,12,4,59900,40.25,25.06,8,TRUE,0,0,0,FALSE,Bedford,MAPC
727,630,NN,0.888888889,OTHER RELIEF,I  93 RAMP N-S,DES,MHS,42,21,59.1,71,3,53.64,11,1,45981,58.5,12.6,7,TRUE,0,0,0,FALSE,Boston,MAPC
728,68U,NN,-1,OTHER RELIEF,I  93 RAMP S-N,DES,MHS,42,21,58.14,71,3,55.5,11,1,0,62.2,10.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
729,68V,NN,0.814814815,HWY   NASHUA ST,I  93 RAMP LC-N,DES,MHS,42,21,58.02,71,3,55.5,11,1,0,135.5,7.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
730,6EK,NN,-1,OTHER VENT BLDG 1,HWY   HOV EB ITT,TNL,MHS,42,34,0,72,3,48,12,2,16500,1.8,0,N,TRUE,0,0,0,FALSE,Boston,MAPC
731,6JL,NN,0.925925926,I  93 RAMP LC-S TUNNEL,I  93 RAMP N-S,DES,MHS,42,21,59.01,71,3,54.36,11,1,45981,29.6,12.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
732,6K2,NN,0.851851852,I  93 RAMP S-N BOAT,I  93 RAMP LC-N,DES,MHS,42,21,59.07,71,4,0.52,1,1,41222,120.7,7.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
733,274,YN,0.6067,WATER SUDBURY RIVER,ST  9 /ST30/WRCSTR,REM,MHD,42,17,58,71,25,34,14,4,52200,22.3,27.5,5,TRUE,20,23,36,FALSE,Framingham,MAPC
734,277,NN,0.7123,OTHER REPLACED BY 8RG,OTHER REMOVED,REM,MHD,42,17,55.5324,71,22,19.1064,14,93,63000,21,27.5,5,TRUE,0,0,0,FALSE,Natick,MAPC
735,6YE,NN,-1,WATER CHARLES RIVER,I 495,BRI,MHD,0,0,0,0,0,0,12,0,0,3,0,,TRUE,0,0,0,FALSE,Milford,MAPC
736,70J,NN,0.777777778,WATER GREAT BROOK,I 495 NB,BRI,MHD,42,27,18,71,34,42,11,4,75000,3.7,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
737,70K,NN,0.777777778,WATER GREAT BROOK,I 495 SB,BRI,MHD,42,24,42,71,35,18,11,4,75000,3.7,24.4,N,TRUE,0,0,0,FALSE,Bolton,MAPC
738,78A,NN,0.777777778,WATER GREAT BROOK,I 495 NB,CUL,MHD,42,24,42,71,35,18,1,4,73570,2.4,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
739,78B,NN,0.777777778,WATER GREAT BROOK,I 495 SB,CUL,MHD,42,26,30,71,35,18,11,4,73570,2.4,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
740,79G,NN,0.777777778,WATER MILL BROOK,I 495 SB,CUL,MHD,42,24,48,71,36,30,1,4,73490,1.8,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
741,79H,NN,0.777777778,WATER MILL BROOK,I 495 NB,CUL,MHD,42,24,48,71,36,30,11,4,54300,1.8,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
742,7GL,NN,-1,I  93 RAMPS S/C,I  93 NB,TNL,MHS,42,21,41.41,710,3,16.26,11,4,400,396.2,0,?,TRUE,0,0,0,FALSE,Boston,MAPC
743,7MH,NN,-1,I  93 NB & RMP ST-S,I  93 RAMP CN-S,TNL,MHS,42,21,50.41,71,3,28.82,11,2,200,502.7,0,?,TRUE,0,0,0,FALSE,Boston,MAPC
744,7P1,NN,0.777777778,WATER BEAVER BROOK,I 495 NB,BRI,MHD,42,29,18,71,32,12,11,3,73490,5.2,0,N,TRUE,0,0,0,FALSE,Boxborough,MAPC
745,7P2,NN,0.777777778,WATER BEAVER BROOK,I 495 SB,BRI,MHD,42,29,18,71,32,12,11,3,73490,5.2,0,N,TRUE,0,0,0,FALSE,Boxborough,MAPC
746,7PK,NN,-1,WATER BEAVER BROOK,ST  2 A/ST110/KING,BRI,MHD,42,32,0,71,29,18,14,2,9828,5.2,15.6,5,TRUE,0,0,0,FALSE,Littleton,MAPC
747,7QE,NN,1,WATER HOP BROOK,HWY   DUTTON RD,BRI,MUN,0,0,0,0,0,0,17,2,1550,2.4,8.1,N,TRUE,0,0,0,FALSE,Sudbury,MAPC
748,7RA,NN,0.777777778,WATER MILLHAM BROOK,I 495,CUL,MHD,42,21,30,71,35,6,1,4,73490,2.1,0,N,TRUE,0,0,0,FALSE,Marlborough,MAPC
749,AJ3,NN,0.888888889,OTHER BOSTON SAND & GRAV,US  1 SB/BT 3-5,DES,CAN,42,22,0.3,71,3,0.9,11,1,18000,43.3,13.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
750,AJ4,NN,0.9924,RR    MBTA/BMRR,US  1 NB/RP CT 6-8,REM,CAN,42,22,12,71,3,54,12,1,33200,77.4,11,5,TRUE,0,0,0,FALSE,Boston,MAPC
751,AJ5,NN,0.888888889,RR    MBTA/BMRR,US  1 SB/BT 5-6,DES,CAN,42,22,0.3,71,3,0.9,11,1,18000,48.2,9.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
752,AJF,NN,0.888888889,OTHER RELIEF,US  1 RAMP SB,DES,CAN,42,22,18,71,3,54,11,1,0,33.8,7.92,8,TRUE,0,0,0,FALSE,Boston,MAPC
753,2DL,NN,0.8027,OTHER REPLACED BY AE2,OTHER REMOVED,REM,MHD,42,23,53.25,71,8,39.1776,12,4,75000,43.6,24.9,5,TRUE,9,18,28,FALSE,Arlington,MAPC
754,2EA,YN,0.669999921,WATER FORE RIVER,ST  3 A/WSHNGTN ST,CLO,MHD,42,14,39.5052,70,58,4.2888,14,4,41000,403.3,23.2,0,TRUE,0,0,0,FALSE,Quincy,MAPC
855,3CD,NN,-1,OTHER I 93SB OR/ALBNY ST,OTHER REMOVED,REM,MHD,42,20,36,71,3,36,11,2,18920,80.8,9.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
856,3CX,NN,0.777777778,OTHER US 1 SB/WATER ST,OTHER REMOVED,REM,MHD,42,22,0,71,6,0,12,1,28852,157,7.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
857,3CY,NN,0.777777778,OTHER US 1 SB/US 1 NB,OTHER REMOVED,REM,MHD,42,22,0,71,6,0,12,2,34401,353.6,8.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
858,8AF,NN,-1,WATER BROOK,ST128 @ STA 92,BRI,MHD,0,0,0,0,0,0,12,4,0,3,0,,TRUE,0,0,0,FALSE,Manchester,MAPC
859,8C1,NN,-1,WATER PENNEY BROOK,US  1 @ STA 68,BRI,MHD,42,26,30,71,15,30,14,0,0,3.4,0,N,TRUE,0,0,0,FALSE,Saugus,MAPC
860,8C2,NN,-1,WATER BROOK,US  1 @ STA 200,BRI,MHD,42,28,48.88,71,1,17.72,14,0,0,4.2,0,N,TRUE,0,0,0,FALSE,Saugus,MAPC
861,8C7,NN,-1,WATER CRANE BROOK,HWY   SYLVAN ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers,MAPC
862,8C8,NN,-1,WATER CRANE BROOK,HWY   PURCHASE ST,CUL,MUN,0,0,0,0,0,0,17,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers,MAPC
863,8C9,NN,-1,WATER CRANE BROOK,HWY   ASH ST,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers,MAPC
864,8CA,NN,-1,WATER EBBEN CREEK,ST133 EASTERN AVE,CUL,MUN,0,0,0,0,0,0,16,0,0,1.8,0,?,TRUE,0,0,0,FALSE,Essex,MAPC
865,8CB,NN,-1,WATER MILL RIVER,ST127 WASHNGTON ST,CUL,MUN,0,0,0,0,0,0,16,0,0,5.5,0,,TRUE,0,0,0,FALSE,Gloucester,MAPC
866,8CC,NN,-1,WATER TIDEWATER,ST133 ESSEX AVE,CUL,MUN,0,0,0,0,0,0,17,0,0,4.3,0,?,TRUE,0,0,0,FALSE,Gloucester,MAPC
867,8CD,NN,-1,WATER WALKERS CREEK,HWY   WALKER ST,CUL,MUN,0,0,0,0,0,0,19,0,0,3,0,?,TRUE,0,0,0,FALSE,Gloucester,MAPC
868,8CG,NN,-1,WATER LABOR-IN-VAIN CRK,HWY   ARGILLA RD,CUL,MUN,0,0,0,0,0,0,16,0,0,13.7,0,?,TRUE,0,0,0,FALSE,Ipswich,MAPC
869,8CH,NN,-1,WATER SAW MILL BROOK,HWY   NORWOOD AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,4.6,0,?,TRUE,0,0,0,FALSE,Manchester,MAPC
870,8CJ,NN,-1,WATER HEAD OF HARBOR,HWY   BEACH ST,CUL,MUN,0,0,0,0,0,0,11,0,0,4.3,0,?,TRUE,0,0,0,FALSE,Manchester,MAPC
871,8CK,NN,-1,WATER WOLF TRAP BROOK,ST127 SUMMER ST,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,TRUE,0,0,0,FALSE,Manchester,MAPC
872,8CR,NN,-1,WATER PROCTOR BROOK,US  1 @ STA 97,CUL,MHD,0,0,0,0,0,0,11,0,0,0.9,0,?,TRUE,0,0,0,FALSE,Peabody,MAPC
873,8CT,NN,-1,WATER PROCTOR BROOK,ST128,CUL,MHD,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Peabody,MAPC
874,8CU,NN,-1,WATER NORRIS BROOK,HWY   RUSSELL ST,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,,TRUE,0,0,0,FALSE,Peabody,MAPC
875,8CV,NN,-1,WATER NORTH RIVER,HWY   CALLER RD,CUL,MUN,0,0,0,0,0,0,19,0,0,4.9,0,?,TRUE,0,0,0,FALSE,Peabody,MAPC
876,8CW,NN,-1,WATER CREEK,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,?,TRUE,0,0,0,FALSE,Rockport,MAPC
877,8CX,NN,-1,WATER SAW MILL BROOK,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,4.9,0,,TRUE,0,0,0,FALSE,Rockport,MAPC
878,8CY,NN,-1,WATER HOWLETT BROOK,US  1 @ STA221,CUL,MHD,0,0,0,0,0,0,14,0,0,2.4,0,?,TRUE,0,0,0,FALSE,Topsfield,MAPC
879,8D0,NN,-1,WATER MILE BROOK,HWY   IPSWICH RD,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,TRUE,0,0,0,FALSE,Topsfield,MAPC
880,8D2,NN,-1,WATER LYNN CANAL,I  95 /ST128,CUL,MHD,0,0,0,0,0,0,11,0,0,2.1,0,,TRUE,0,0,0,FALSE,Lynnfield,MAPC
881,8D4,NN,-1,WATER BROOK,ST  1 A/@ STA 31,CUL,MUN,0,0,0,0,0,0,11,0,0,1.8,0,?,TRUE,0,0,0,FALSE,Lynn,MAPC
882,8D5,NN,-1,WATER REVERE BROOK,HWY   BOSTON ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Lynn,MAPC
883,8D6,NN,-1,WATER BENNETTS POND BRK,US  1 @ STA 145,CUL,MHD,0,0,0,0,0,0,14,0,0,4.3,0,,TRUE,0,0,0,FALSE,Saugus,MAPC
884,8D7,NN,-1,WATER TIDAL CREEK,HWY   BALLARD ST,CUL,MUN,0,0,0,0,0,0,14,0,0,7.3,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
885,8D8,NN,-1,WATER SAUGUS RIVER TRIB,HWY   BRISTOL ST,CUL,MUN,0,0,0,0,0,0,19,0,0,2.1,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
886,8D9,NN,-1,WATER SILVER BROOK,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,11,0,0,3.7,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
887,8DA,NN,-1,WATER SHUTE BROOK,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
888,8DB,NN,-1,WATER SHUTE BROOK,HWY   VINE ST,CUL,MUN,0,0,0,0,0,0,17,0,0,3.7,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
889,8DC,NN,-1,WATER FISKE BROOK,HWY   PUTNAM ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
890,8K9,NN,1,WATER TOWN BROOK,I  93 SE ON RAMP,BRI,MHD,42,13,0,71,1,48,12,1,12800,4.6,20.9,N,TRUE,0,0,0,FALSE,Braintree,MAPC
891,8KA,NN,1,WATER TOWN BROOK,I  93 @ ST 37,BRI,MHD,42,13,0,71,1,54,12,10,190000,4.6,64.5,N,TRUE,0,0,0,FALSE,Braintree,MAPC
892,8KB,NN,1,WATER TOWN BROOK,I  93 NW ON RAMP,BRI,MHD,42,11,18,71,1,54,16,3,46400,4.6,29.9,N,TRUE,0,0,0,FALSE,Braintree,MAPC
893,8KC,NN,0.777777778,WATER GREAT CEDAR SWAMP,I  93 /US1,BRI,MHD,42,13,0,71,2,36,11,8,14000,4.3,45.7,N,TRUE,0,0,0,FALSE,Braintree,MAPC
894,8KK,NN,1,WATER PECUNIT BROOK,I  95,BRI,MHD,42,11,42,71,9,6,11,8,105700,2.4,27.4,N,TRUE,0,0,0,FALSE,Canton,MAPC
895,8KL,NN,0.888888889,WATER PONKAPOAG BROOK,I  95,BRI,MHD,42,12,18,71,8,30,11,10,70000,2.4,30.5,N,TRUE,0,0,0,FALSE,Canton,MAPC
896,8KY,YY,1,WATER BLUE HILL RIVER,I  93 NB/US1NB,BRI,MHD,0,0,0,0,0,0,11,4,175000,4,0,N,TRUE,0,0,0,FALSE,Randolph,MAPC
897,8L1,NN,-1,WATER BROOK,US  1 PROVDNCE HWY,BRI,MHD,0,0,0,0,0,0,14,4,0,3,0,N,TRUE,0,0,0,FALSE,Westwood,MAPC
898,8L4,NN,1,WATER SWAMP RIVER,US  3 SB,BRI,MHD,0,0,0,0,0,0,12,3,93200,5.5,17.6,N,TRUE,0,0,0,FALSE,Weymouth,MAPC
899,8L5,NN,1,WATER SWAMP RIVER,US  3 NB,BRI,MHD,0,0,0,0,0,0,12,2,79900,5.6,23.8,N,TRUE,0,0,0,FALSE,Weymouth,MAPC
900,8PQ,NN,-1,WATER MDC SEWER,I  93 /US1/ST3,BRI,MHD,0,0,0,0,0,0,11,6,0,1.8,0,N,TRUE,0,0,0,FALSE,Milton,MAPC
901,8PU,YY,1,WATER BLUE HILL RIVER,I  93 /US1,BRI,MHD,0,0,0,0,0,0,11,4,175000,4,0,N,TRUE,0,0,0,FALSE,Milton,MAPC
902,8PW,NN,-1,WATER TWO PENNY BRK,I  93,BRI,MHD,0,0,0,0,0,0,11,8,0,4.3,0,,TRUE,0,0,0,FALSE,Medford,MAPC
903,8PY,NN,-1,WATER WINTER BROOK,I  93,BRI,MHD,0,0,0,0,0,0,11,8,0,4.9,0,,TRUE,0,0,0,FALSE,Medford,MAPC
904,8QM,NN,-1,WATER DAVENPORT CREEK,I  93 /US1/ST3,BRI,MHD,0,0,0,0,0,0,11,0,0,3.7,0,N,TRUE,0,0,0,FALSE,Boston,MAPC
