OBJECTID,BDEPT,BIN,AllBridges_2015April_FHWA_Record,AllBridges_2015April_Health_Index,Item___6A,Item___7,Item___8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item__16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item__26,AllBridges_2015April_Item__28A,AllBridges_2015April_Item__29,AllBridges_2015April_Item__30,AllBridges_2015April_Item__32,AllBridges_2015April_Item__34,AllBridges_2015April_Item__49,AllBridges_2015April_Item__52,AllBridges_2015April_Item__58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
835,B16266,3F7,True,0.5523,I  93 /US1/ST3,HWY   BOSTON ST,NBI,DOT,42,19,37.8587,71,3,29.8871,16,4,13200,2014,12.2,37,46.6,18.9,6,False,0,0,0,False,Boston,MAPC
836,M25020,3F9,True,0.9569,I  93 /US1/ST3,HWY   ANTWERP ST,NBI,DOT,42,15,35.7875,71,2,33.9288,19,1,24000,2014,12.2,23,40.5,9.9,6,False,0,0,0,False,Milton,MAPC
837,M25019,3FA,True,0.962,I  93 /US1/ST3,HWY   WOOD ST,NBI,DOT,42,15,36.6767,71,2,34.3931,16,1,10900,2013,12.2,41,50.3,9.9,7,False,0,0,0,False,Milton,MAPC
838,M25018,3FB,True,0.6223,I  93 /US1/ST3,HWY   SQUANTUM ST,NBI,DOT,42,15,45.8351,71,2,40.2251,16,2,11000,2014,12.2,34,45.7,16.6,5,False,0,0,0,False,Milton,MAPC
839,M12044,3FC,True,0.3688,I  93,I  93 RP TO I93 NB,NBI,DOT,42,24,4.7123,71,5,42.6083,16,1,20300,2014,6.7,30,63.1,8.8,5,False,0,0,0,False,Medford,MAPC
840,Q01043,3FD,True,0.9899,I  93 /US1/ST3,HWY   FRN BRK PKWY,NBI,DOT,42,14,35.6783,71,1,40.7064,16,2,11000,2014,12.2,8,38.7,15.7,7,False,0,0,0,False,Quincy,MAPC
841,Q01040,3FE,True,0.7409,I  93 /US1/ST3,HWY   BATES AVE,NBI,DOT,42,14,50.8055,71,2,11.6016,19,2,5900,2014,9.1,32,47.5,12.9,6,False,0,0,0,False,Quincy,MAPC
842,Q01039,3FF,True,0.5376,I  93 /US1/ST3,HWY   ROBERTSON ST,NBI,DOT,42,15,1.9691,71,2,16.1951,19,1,13900,2014,11,23,42.4,14.8,4,False,0,0,0,True,Quincy,MAPC
843,Q01038,3FG,True,0.4654,I  93 /US1/ST3,HWY   STEDMAN ST,NBI,DOT,42,15,6.6599,71,2,17.4047,19,2,2700,2014,9.1,25,43.3,12.9,5,False,0,0,0,False,Quincy,MAPC
844,B16126,3FH,True,0.975,COMB  FNDRY ST&MBTA&AMTK,HWY   W FOURTH ST,NBI,DOT,42,20,32.4995,71,3,36.036,14,2,30250,2014,13.4,0,159.4,17.9,6,True,0,0,0,False,Boston,MAPC
845,B16261,3FK,True,0.5998,I  93 /US1/ST3,HWY   SAVIN HLL AV,NBI,DOT,42,18,40.1903,71,3,10.4759,17,2,6100,2012,11,99,41.5,15.9,6,False,0,0,0,False,Boston,MAPC
846,C09001,3FL,True,0.5124,RR    MBTA/BMRR,HWY   WASHNGTON AV,634,DOT,42,23,43.4328,71,1,58.8107,16,2,11400,2014,10.4,0,20.1,15.9,6,False,0,0,0,False,Chelsea,MAPC
847,C09002,3FM,True,0.9733,RR    MBTA/BMRR,HWY   BROADWAY,634,DOT,42,23,41.5715,71,1,49.5588,14,2,18100,2014,13.4,42,25,21,7,True,0,0,0,False,Chelsea,MAPC
848,C09003,3FN,True,0.9407,RR    CSX (ABANDONED),HWY   BELLNGHM ST,634,DOT,42,23,25.9764,71,1,30.2664,17,2,2400,2014,8.5,39,18.6,13,7,False,0,0,0,False,Chelsea,MAPC
849,R05055,3FP,True,0.9132,RR    MBTA/BMRR,HWY   RAILROAD ST,634,DOT,42,24,12.2544,71,0,27.3779,16,1,2230,2014,3.302,35,11.6,6.9,5,False,6,6,6,False,Revere,MAPC
850,R05004,3FQ,True,0.9964,RR    MBTA/BMRR,ST  1 A/VFW PKWY,634,DOT,42,24,34.686,71,0,0.9971,14,4,28100,2011,18.3,59,42.1,26.7,7,True,0,0,0,False,Revere,MAPC
851,C01015,3FR,True,0.9668,RR    BMRR,HWY   HURON AVE,634,DOT,42,22,44.0543,71,8,51.954,17,4,14400,2014,15.8,18,16.2,19.8,7,False,0,0,0,False,Cambridge,MAPC
852,C01016,3FT,True,0.8995,RR    BMRR,HWY   FRESH PND LN,634,DOT,42,22,51.0096,71,8,40.7003,19,2,1600,2013,6.7,26,12.4,9.4,7,False,0,0,0,False,Cambridge,MAPC
853,C01012,3FU,True,0.9787,RR    MBTA/BMRR,ST  2 A/MASS AVE,634,DOT,42,23,18.3876,71,7,10.398,14,4,29700,2014,19.5,30,11.4,28.7,6,True,0,0,0,False,Cambridge,MAPC
854,C01014,3FV,True,0.5165,RR    BMRR,HWY   MT AUBURN ST,634,DOT,42,22,28.5564,71,9,0.2484,14,5,38700,2014,16.8,45,13.1,48.5,5,True,0,0,0,False,Cambridge,MAPC
855,M12013,3FY,True,0.9909,RR    MBTA/BMRR,HWY   WINTHROP ST,634,DOT,42,24,43.4268,71,7,17.1767,17,2,15800,2014,10.4,22,13.1,14.6,7,False,0,0,0,False,Medford,MAPC
856,M12015,3G1,True,1,RR    MBTA/BMRR,HWY   GROVE ST,634,DOT,42,25,41.3904,71,8,28.2264,17,2,2700,2014,7.3,36,33.8,10.7,7,False,0,0,0,False,Medford,MAPC
857,S17005,3G2,True,1,RR    MBTA/BMRR,HWY   CROSS ST,634,DOT,42,22,58.5,71,5,24,17,2,10300,2014,8.5,34,34.4,14.3,7,False,0,0,0,False,Somerville,MAPC
858,S17006,3G3,True,0.8566,RR    MBTA/BMRR,HWY   WALNUT ST,634,DOT,42,23,10.9716,71,5,36.582,17,2,4300,2013,7.6,29,24.9,12.3,7,False,0,0,0,False,Somerville,MAPC
859,S17007,3G4,True,0.9494,RR    MBTA/BMRR,HWY   MEDFORD ST,634,DOT,42,23,14.7515,71,5,43.4579,16,2,12500,2013,11,21,45.7,15.2,7,False,0,0,0,False,Somerville,MAPC
860,S17008,3G5,True,0.875,RR    MBTA/BMRR,HWY   SCHOOL ST,634,DOT,42,23,18.3876,71,5,51.5291,17,2,9400,2014,9.7,4,23.7,14,7,False,0,0,0,False,Somerville,MAPC
861,S17009,3G6,True,0.8734,RR    MBTA/BMRR,HWY   SYCAMORE ST,634,DOT,42,23,23.0964,71,6,1.9187,19,1,3200,2014,7.9,2,23.7,12.9,7,False,0,0,0,False,Somerville,MAPC
862,S17010,3G7,True,0.7369,RR    MBTA/BMRR,HWY   CENTRAL ST,634,DOT,42,23,25.3211,71,6,7.344,17,2,11000,2014,8.5,4,24.1,12.4,6,False,0,0,0,False,Somerville,MAPC
863,S17013,3GA,True,0.92,RR    MBTA/BMRR,HWY   BROADWAY,634,DOT,42,23,57.7823,71,6,37.9943,16,4,12856,2014,17.1,36,22.4,22.5,6,False,0,0,0,False,Somerville,MAPC
864,S17020,3GB,True,1,RR    MBTA/BMRR,HWY   PROSPECT ST,634,DOT,42,22,38.9028,71,5,42.7992,14,2,14000,2014,11,8,12.2,14.9,7,True,0,0,0,False,Somerville,MAPC
865,S17019,3GC,True,0.601,RR    MBTA/BMRR,HWY   BEACON ST,634,DOT,42,23,12.3252,71,6,58.464,14,3,11500,2014,19.5,32,19.7,21.9,7,True,0,0,0,False,Somerville,MAPC
866,S17018,3GD,True,0.8217,RR    MBTA/BMRR,HWY   DANE ST,634,DOT,42,22,51.3732,71,6,15.552,17,2,9700,2013,8.2,6,23.3,13,7,False,0,0,0,False,Somerville,MAPC
867,S17017,3GE,True,0.9853,RR    MBTA/BMRR,HWY   WASHNGTON ST,634,DOT,42,22,45.8363,71,5,55.6223,16,2,13700,2014,12.2,45,19.8,18.1,6,False,0,0,0,False,Somerville,MAPC
868,S17016,3GF,True,0.567,RR    MBTA/BMRR,HWY   WEBSTER AVE,634,DOT,42,22,40.0727,71,5,44.9447,17,4,13100,2013,15.8,99,29.1,21,7,False,11,21,33,False,Somerville,MAPC
869,S17015,3GG,True,1,RR    BMRR SPUR,HWY   LOWELL ST,634,DOT,42,23,34,71,6,22.2,17,2,3000,2014,7.3,0,14.6,12.3,8,False,0,0,0,False,Somerville,MAPC
870,E12001,3GH,True,0.7648,RR    MBTA/BMRR/CSX,ST 99 SB/MAIN ST,634,DOT,42,24,5.7239,71,3,39.4559,14,2,31400,2014,11,18,39.3,15.5,5,True,0,0,0,False,Everett,MAPC
871,E12003,3GJ,True,0.8981,RR    MBTA/BMRR,HWY   TILESTON ST,634,DOT,42,24,18.5148,71,3,49.4784,16,2,4000,2014,8.2,15,13.1,11.8,7,False,0,0,0,False,Everett,MAPC
872,E12007,3GK,True,0.7481,RR    MBTA/BMRR/CSX,ST 99 NB/BROADWAY,634,DOT,42,24,5.8679,71,3,36.972,14,2,23400,2014,11,0,33.8,15.5,4,True,0,0,0,True,Everett,MAPC
873,B16201,3GN,True,0.8907,COMB  HAUL RD & CSX,HWY   W FIFTH ST,634,DOT,42,20,23.4311,71,3,21.6431,19,2,400,2013,10.4,0,20.3,15.4,7,False,0,0,0,False,Boston,MAPC
874,B16203,3GP,True,0.4604,COMB  HAUL RD & CSX,HWY   W FOURTH ST,634,DOT,42,20,25.7244,71,3,18.9756,16,2,4300,2014,10.4,0,19.8,16.1,5,False,0,0,0,False,Boston,MAPC
875,B16205,3GR,True,0.5445,COMB  HAUL RD & CSX,HWY   W BROADWAY,634,DOT,42,20,28.1868,71,3,16.2216,16,4,16200,2013,15.2,0,20.7,25.4,5,False,0,0,0,False,Boston,MAPC
876,B16207,3GT,True,0.5607,COMB  HAUL RD & CSX,HWY   W THIRD ST,634,DOT,42,20,30.9408,71,3,12.6683,19,2,1900,2014,10.6,0,20.1,15.5,5,False,0,0,0,False,Boston,MAPC
877,B16209,3GU,True,0.5763,COMB  HAUL RD & CSX,HWY   W SECOND ST,634,DOT,42,20,33.0467,71,3,10.3715,16,2,6500,2013,10.4,0,21.9,15.6,5,False,16,22,35,False,Boston,MAPC
878,B16067,3GV,True,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAFFA WAY,634,DOT,42,23,8.3148,71,4,36.4836,14,5,75800,2013,19.8,24,47.2,25.4,5,True,0,0,0,False,Boston,MAPC
879,B16068,3GW,True,0.5008,COMB  ORANGE & MBTA/BMRR,HWY   MYSTIC AVE,634,DOT,42,23,10.9931,71,4,36.9803,14,4,36000,2013,16.2,37,66.1,19.9,5,True,0,0,0,False,Boston,MAPC
880,B16070,3GX,True,0.7299,HWY   MARTIN COUGHLIN BY,HWY   SARATOGA ST,634,DOT,42,22,52.0067,71,1,27.9516,16,2,16000,2014,10.4,67,31.1,15.2,5,False,0,0,0,False,Boston,MAPC
881,B16071,3GY,True,0.8444,HWY   MARTIN COUGHLIN BY,HWY   BENNINGTN ST,634,DOT,42,22,48.2052,71,1,31.4903,16,6,34800,2014,21,52,19.2,46.2,6,False,0,0,0,False,Boston,MAPC
882,B16111,3H0,True,0.7639,RR    AMTRAK/MBTA,HWY   MILTON ST,634,DOT,42,14,22.2396,71,7,59.4839,14,2,29000,2013,12.2,0,62.8,16.7,5,True,0,0,0,False,Boston,MAPC
883,B16163,3H2,True,0.6823,RR    MBTA,HWY   MORTON ST,634,DOT,42,16,51.6792,71,5,7.7676,14,4,41300,2014,17.1,14,23.5,23.7,5,True,0,0,0,True,Boston,MAPC
884,B16165,3H3,True,0.509,RR    MBTA,HWY   BLUE HILL AV,634,DOT,42,16,22.9944,71,5,36.9672,14,5,43800,2014,27.4,49,43.9,36.6,5,True,0,0,0,True,Boston,MAPC
885,B16166,3H4,True,0.9924,RR    MBTA,HWY   CUMMINS HWY,634,DOT,42,16,12.2772,71,5,52.3787,14,4,24500,2014,16.5,8,27.7,24.6,7,True,0,0,0,False,Boston,MAPC
886,B16199,3H6,True,0.5891,COMB  HAUL RD & CSX,HWY   DORCHSTR AVE,634,DOT,42,20,20.6196,71,3,25.4915,14,4,25900,2013,14.6,47,30.9,18.3,5,True,0,0,0,False,Boston,MAPC
887,B16110,3H7,True,0.8691,RR    AMTRAK/MBTA,HWY   RESRVATN RD,634,DOT,42,14,52.7208,71,7,44.4503,16,2,2300,2013,8.5,8,65.2,13.1,6,False,0,0,0,False,Boston,MAPC
888,B16109,3H8,True,0.5754,RR    AMTRAK/MBTA,HWY   RIVER ST,634,DOT,42,15,20.4012,71,7,30.9504,16,2,18200,2013,9.8,30,25,15.8,5,False,0,0,0,True,Boston,MAPC
889,B16164,3H9,True,0.9941,RR    MBTA,HWY   BABSON ST,634,DOT,42,16,28.11,71,5,31.3655,16,2,17000,2012,10.4,45,43.3,14.9,8,False,0,0,0,False,Boston,MAPC
890,B16107,3HA,True,0.8191,RR    AMTRAK/MBTA,HWY   CANTERBRY ST,634,DOT,42,16,43.7448,71,7,12.0468,17,2,18900,2014,10.4,0,21.6,14.9,4,False,0,0,0,True,Boston,MAPC
891,B16162,3HB,True,0.959,RR    AMTRAK/MBTA,HWY   NORFOLK ST,634,DOT,42,16,59.7432,71,5,1.6476,16,2,12500,2014,13.4,52,38.4,17.7,7,False,0,0,0,False,Boston,MAPC
892,B16159,3HC,True,1,RR    MBTA,HWY   HARVARD ST,634,DOT,42,17,48.2316,71,4,43.9176,16,2,8500,2013,9.4,12,20.7,14.5,7,False,0,0,0,False,Boston,MAPC
893,B16175,3HD,True,0.914,RR    MBTA,HWY   GARDNER ST,634,DOT,42,16,49.5012,71,10,37.3836,19,2,2700,2013,7,42,15.2,10.1,7,False,0,0,0,False,Boston,MAPC
894,B16174,3HE,True,0.9771,RR    MBTA/CSX,HWY   BAKER ST,634,DOT,42,16,45.4835,71,10,2.8164,17,2,8500,2014,9.1,21,12.3,13,5,False,0,0,0,False,Boston,MAPC
895,B16117,3HF,True,0.7566,RR    MBTA,HWY   BELLEVUE ST,634,DOT,42,17,0.7728,71,9,23.0507,19,2,6500,2013,7.9,23,12.2,12.6,7,False,0,0,0,False,Boston,MAPC
896,B16116,3HG,True,1,RR    MBTA,HWY   PARK ST,634,DOT,42,17,3.714,71,9,18.0107,19,2,4100,2014,7.9,0,9.8,11.9,7,False,0,0,0,False,Boston,MAPC
897,B16118,3HH,True,0.9047,RR    MBTA,HWY   CENTRE ST,634,DOT,42,16,59.11,71,9,26.02,16,6,29700,2014,16.5,53,15.2,69.3,4,False,0,0,0,True,Boston,MAPC
898,B16172,3HJ,True,1,COMB  MBTA & ACCESS RD,HWY   SPRAGUE ST,634,DOT,42,14,15.6659,71,8,8.1419,16,2,11000,2014,10,32,139.2,14.8,7,False,0,0,0,False,Boston,MAPC
899,B16170,3HK,True,0.9402,RR    MBTA,HWY   DANA AVE,634,DOT,42,15,1.0979,71,7,21.7559,17,2,11900,2013,8.5,16,24.4,15.4,7,False,0,0,0,False,Boston,MAPC
900,B16108,3HL,True,0.9943,RR    AMTRAK/MBTA,HWY   WEST ST,634,DOT,42,15,43.8839,71,7,24.582,17,2,12500,2013,10.4,25,36.9,14.9,7,False,0,0,0,False,Boston,MAPC
901,B16169,3HM,True,0.9247,COMB  WALNUT ST & MBTA,HWY   FAIRMONT AVE,634,DOT,42,15,13.1039,71,7,9.9336,16,2,19300,2014,11,17,53,16.1,7,False,0,0,0,False,Boston,MAPC
902,B16085,3HN,True,0.9951,RR    AMTRAK/MBTA,HWY   DARTMOUTH ST,634,DOT,42,20,49.5887,71,4,33.1499,16,4,15000,2014,12.6,16,22.9,30.4,7,True,0,0,0,False,Boston,MAPC
903,B16081,3HP,True,0.7724,RR    AMTRAK/MBTA,HWY   TRMNT-ARLNGT,634,DOT,42,20,51.5543,71,4,7.248,14,4,30400,2014,13.1,35,22.6,121.9,6,True,0,0,0,True,Boston,MAPC
904,B16076,3HQ,True,0.9661,OTHER PEDESTRIAN WLKWY,HWY   SUMNER ST,634,DOT,42,22,6.4271,71,2,19.2876,16,4,11900,2014,13.7,0,13.5,21.6,6,False,0,0,0,False,Boston,MAPC
905,B16075,3HR,True,0.8405,OTHER PEDESTRIAN WLKWY,HWY   MAVERICK ST,634,DOT,42,22,10.6572,71,2,15.5508,16,2,6700,2014,10.2,5,12.8,15.2,5,False,0,0,0,False,Boston,MAPC
906,B16073,3HT,True,0.6266,OTHER PEDESTRIAN WLKWY,HWY   PORTER ST,634,DOT,42,22,19.5347,71,2,2.7563,16,2,7200,2014,10.7,0,12.2,14.8,4,False,0,0,0,True,Boston,MAPC
907,B16069,3HU,True,0.9706,RR    CSX,HWY   CURTIS ST,634,DOT,42,23,1.0284,71,1,18.7356,17,2,13200,2013,11,20,15.2,14.6,5,True,0,0,0,False,Boston,MAPC
908,A10015,7XF,True,0.1954,WATER MILL BROOK,US  3 MYSTIC ST,NBI,MUN,42,25,7.3488,71,9,5.1516,14,2,23500,2015,14.63,10,10.85,18.3,4,False,0,0,0,True,Arlington,MAPC
909,A10019,7XJ,True,0.777777778,OTHER MINUTEMAN BIKE PTH,HWY   DRAKE RD,NBI,MUN,42,25,32.4,71,11,22.4,19,2,500,2015,7.3,0,7.9,10.8,7,True,0,0,0,False,Arlington,MAPC
910,N18004,7YD,True,1,WATER IPSWICH RIVER,HWY   CENTRAL ST,NBI,MUN,42,34,20.9495,71,5,23.6075,17,2,3500,2014,7.4,0,12.19,9.8,7,False,0,0,0,False,North Reading,MAPC
911,A10011,AE2,True,1,COMB  MNUTMN BP & RED LN,ST  2,NBI,DOT,42,23,53.75,71,8,37.9,14,4,61800,2015,26.48,42,38.02,26.48,8,True,0,0,0,False,Arlington,MAPC
912,W43047,AFV,True,1,I 93,I  93 NB ON RAMP,NBI,DOT,42,31,14.5236,71,8,0.8808,12,1,8900,2009,6.7,0,360.8,7.8,7,True,0,0,0,False,Woburn,MAPC
913,W43048,AGB,True,1,I  93 & NB ON RAMP,I  93 OFF RAMP,NBI,DOT,42,31,12.3276,71,7,58.7567,12,1,13200,2009,6.7,0,488.8,7.8,7,True,0,0,0,False,Woburn,MAPC
914,P03010,AF9,True,0.8286,RR    MBTA/BMRR,ST114 ANDOVER ST,NBI,DOT,42,32,6.64,70,55,49.21,14,4,45900,2015,19.5,26,16.9,17.2,7,True,0,0,0,False,Peabody,MAPC
915,C02008,AE6,True,0.9968,RR    AMTRAK/MBTA,HWY   HIGH ST,634,DOT,42,8,53.0268,71,9,37.9512,19,2,3400,2013,8.5,35,203.1,10.9,8,False,0,0,0,False,Canton,MAPC
916,D05029,AGU,True,0.997,ST135 HIGH & HARRIS STS,HWY   PROVDNCE HWY,NBI,DOT,42,14,55.4531,71,10,15.9096,14,5,54400,2013,21.9,18,108.2,25.7,7,True,0,0,0,False,Dedham,MAPC
917,D10001,AFX,True,1,WATER CHARLES RIVER,HWY   BRIDGE ST,NBI,MUN,42,13,57.4607,71,19,48.9323,17,2,3600,2014,9.1,0,33.1,11.5,7,False,0,0,0,False,Dover,MAPC
918,D10002,AFA,True,0.9966,WATER CHARLES RIVER,HWY   DOVER RD,NBI,MUN,42,16,9.5879,71,17,59.298,17,2,8100,2014,8.5,0,38.6,11,7,False,0,0,0,False,Dover,MAPC
919,W32009,AFB,True,1,RR    MBTA,HWY   COLUMBIAN ST,634,DOT,42,10,43.6008,70,57,58.3487,16,2,23000,2014,12.8,0,43.3,16,7,False,0,0,0,False,Weymouth,MAPC
920,S17012,AE7,True,0.9993,RR    MBTA/BMRR,HWY   CEDAR ST,634,DOT,42,23,49.73,71,6,32,17,2,8600,2013,7.9,37,23.7,11.8,8,False,0,0,0,False,Somerville,MAPC
921,B16392,82F,True,0.9233,RR    MBTA,US  1 RAMP TC,NBI,DOT,42,22,19.1568,71,4,9.9083,11,2,221000,2010,12.2,99,118,13.4,6,True,0,0,0,False,Boston,MAPC
922,B16669,82H,True,0.8594,I  93 RAMP XX,I  93 HOV RAMP EB,NBI,DOT,42,20,43.6019,71,3,38.0844,17,2,1000,2014,15.2,1,55.3,17.1,6,False,0,0,0,False,Boston,MAPC
923,B16669,82J,True,0.9957,OTHER RELIEF,I  93 HOV RAMP EB,NBI,DOT,42,20,41.2907,71,3,39.1644,11,1,1344,2013,6.7,3,69.8,7.5,7,False,0,0,0,False,Boston,MAPC
924,B16659,82N,True,0.9431,HWY   W FOURTH ST,I  93 RAMP XX,NBI,DOT,42,20,34.2815,71,3,42.9516,17,2,1152,2013,6.7,1,189.08,7.5,6,False,0,0,0,False,Boston,MAPC
925,B16681,82P,True,0.7835,COMB  I90 RPS&HOV&AMTK,HWY   FRONTAGE RD,NBI,DOT,42,20,46.8563,71,3,31.1687,17,2,5897,2014,9.1,0,375.7,10.4,7,True,0,0,0,False,Boston,MAPC
926,B21011,867,True,-1,HWY   STATION ACCESS RD,HWY   GARAGE RAMP,NBI,MBT,42,12,33.4836,71,0,2.0808,9,1,0,2000,0,0,0,7.2,5,False,0,0,0,False,Braintree,MAPC
927,B16087,86W,True,1,COMB  AMTRAK/MBTA & ORNG,HWY   MASS AVE,NBI,MBT,42,20,29.7384,71,4,59.3543,14,4,15000,2000,0,0,27.9,30.5,6,False,0,0,0,False,Boston,MAPC
928,B11004,2TN,True,0.9534,WATER DANVERS RIVER,ST  1 A/CABOT ST,NBI,DOT,42,32,20.8356,70,53,15.3924,14,4,32000,2011,12.8,0,680.6,27,7,True,0,0,0,False,Beverly,MAPC
929,B16031,389,True,0.9871,WATER FORT POINT CHANNEL,HWY   SUMMER ST,NBI,MUN,42,21,3.6431,71,3,7.3763,14,4,26500,2014,23.2,0,153,30.5,6,True,0,0,0,False,Boston,MAPC
930,B16242,A64,True,-1,HWY   LWR TERMINAL RDWY,HWY   UP TRMNAL RD,NBI,MPA,42,21,54,71,1,12,14,2,21600,2000,8.5,0,431.9,13.1,6,False,0,0,0,False,Boston,MAPC
931,B16603,8DE,True,0.7052,TR    ORANGE LINE,I  93 RAMP SACN,NBI,DOT,42,22,27.2063,71,4,15.6251,11,2,15000,2013,9.8,0,167.2,11,6,False,0,0,0,False,Boston,MAPC
932,B16603,8DF,True,0.8409,COMB  US1 RMP LT LC&ORNG,I  93 RAMP SACN,NBI,DOT,42,22,13.4508,71,3,53.8811,11,2,15000,2013,9.8,0,313.7,11,7,True,0,0,0,False,Boston,MAPC
933,B16392,8DG,True,0.7729,I  93 RMPS SN NS ST,US  1 RAMP TC,NBI,DOT,42,22,19.3008,71,4,5.6208,11,2,35800,2010,12.2,99,146.5,14.3,7,True,0,0,0,False,Boston,MAPC
934,M06023,AX4,True,0.8643,WATER ASSABET RIVER,HWY   DONALD LYNCH,NBI,MUN,42,21,11.7863,71,36,56.4731,19,4,30000,2014,14.6,0,19.5,16.4,6,False,0,0,0,False,Marlborough,MAPC
935,B16561,8F9,True,0.740740741,HWY   ARRIVAL ROADWAY,HWY   RAMP 1A-D,NBI,MPA,42,22,0,71,1,20,19,3,10600,2001,12.2,0,103,13.4,7,False,0,0,0,False,Boston,MAPC
936,L18017,8FP,True,1,WATER SAUGUS RIVER,HWY   BOSTON ST,NBI,MUN,42,27,34.7867,70,59,20.6159,16,2,10300,2013,12,12,14.3,18,8,False,0,0,0,False,Lynn,MAPC
937,C02027,8FT,True,1,WATER NEPONSET RIVER,I  95 SB/US1/ST128,NBI,DOT,42,12,35.8596,71,8,40.452,11,5,168600,2013,24.5,20,42.1,25.8,7,True,0,0,0,False,Canton,MAPC
938,D05047,8FU,True,1,RR    AMTRAK/MBTA,I  95 SB/ST128 SB,NBI,DOT,42,12,40.1508,71,8,48.2027,11,5,168000,2013,24.7,18,71.8,25.8,7,True,0,0,0,False,Dedham,MAPC
939,D05047,8FV,True,0.9994,RR    AMTRAK/MBTA,I  95 NB/ST128 NB,NBI,DOT,42,12,40.9356,71,8,47.9832,11,4,168000,2013,24.7,18,71.8,25.8,8,True,0,0,0,False,Dedham,MAPC
940,C02026,8FW,True,1,WATER NEPONSET RIVER,I  95 NB/US1/ST128,NBI,DOT,42,12,36.5723,71,8,40.1711,11,5,168600,2013,24.5,20,42.1,25.8,7,True,0,0,0,False,Canton,MAPC
941,B21026,8G1,True,0.8938,HWY   OLD ELM ST,HWY   ELM ST,NBI,DOT,42,13,19.7544,71,0,5.8175,16,2,15000,2013,12.2,19,15.4,16.6,6,False,0,0,0,False,Braintree,MAPC
942,B21070,AP4,True,1,WATER FARM RIVER,HWY   WEST ST,NBI,MUN,42,12,30.8555,71,2,24.5328,16,2,8900,2014,7.5,0,10.2,8.5,8,False,0,0,0,False,Braintree,MAPC
943,L13016,8LY,True,0.9905,ST  2,HWY   TAYLOR ST,NBI,DOT,42,31,22.0116,71,30,45.036,16,2,20000,2014,15.5,40,54.61,23.22,8,False,0,0,0,False,Littleton,MAPC
944,B16682,8M5,True,0.986,COMB  HOV EB & AMTRK&WYE,I  93 RAMP LL,NBI,DOT,42,20,44.0879,71,3,34.1423,17,2,11000,2013,8.5,1,157.8,9.8,6,False,0,0,0,False,Boston,MAPC
945,B16703,8M6,True,0.9609,COMB  I93 NB & RAMP LL,I  93 HOV RAMP EB,NBI,DOT,42,20,44.14,71,3,35.78,17,2,1358,2010,8.5,12,52.8,9.8,7,True,0,0,0,False,Boston,MAPC
946,B16668,8MC,True,0.9212,"HWY   BROADWAY, EXT",I  93 RAMP XXE,NBI,DOT,42,20,41.2619,71,3,39.5135,17,2,1041,2013,6.7,0,157.06,7.5,7,False,0,0,0,False,Boston,MAPC
947,B16659,8MD,True,0.9672,HWY   HOV EB,I  93 RAMP XX,NBI,DOT,42,20,38.1011,71,3,40.7844,17,2,1000,2013,6.7,12,213.7,7.5,6,True,0,0,0,False,Boston,MAPC
948,B16129,8MQ,True,1,TR    RED LINE (TUNNEL),HWY   DORCHSTR AVE,NBI,MBT,42,19,35,71,3,26,14,2,0,2013,12.2,47,13.7,18.3,5,False,0,0,0,False,Boston,MAPC
949,H03004,8NF,True,1,WATER MILES RIVER,HWY   MOULTON ST,NBI,MUN,42,38,1.4891,70,50,25.0655,9,2,2500,2013,11,0,11.1,10.4,8,False,0,0,0,False,Hamilton,MAPC
950,B16392,8QG,True,0.8201,OTHER RELIEF,US  1 RAMP TC,NBI,DOT,42,22,14.9916,71,4,9.408,11,2,19897,2005,0,99,103.6,13.4,7,True,0,0,0,False,Boston,MAPC
951,B16681,8QV,True,0.9737,OTHER RELIEF,HWY   FRONTAGE RD,NBI,DOT,42,20,41.76,71,3,35.82,17,4,9480,2013,17.2,4,33.7,18.4,7,True,0,0,0,False,Boston,MAPC
952,B16661,8QX,True,0.7003,COMB  I90 RPS&HOV&AMTK,I  93 NB,NBI,DOT,42,20,43.64,71,3,35.98,11,3,53602,2011,15.2,29,200.2,16.5,7,True,0,0,0,False,Boston,MAPC
953,B16661,8QY,True,0.8323,HWY   BROADWAY,I  93 NB,NBI,DOT,42,20,37.83,71,3,40.29,11,3,58980,2013,0,9,203.2,15.2,7,True,0,0,0,False,Boston,MAPC
954,B16661,8R0,True,0.7772,HWY   W FOURTH ST,I  93 NB,NBI,DOT,42,20,34.2132,71,3,42.4475,11,3,94397,2014,15.2,2,188.6,16.5,6,True,0,0,0,False,Boston,MAPC
955,W29030,8R6,True,0.9947,I  95 /ST128,HWY   RECREATN RD,NBI,DOT,42,20,17.7071,71,15,36.5652,19,2,1700,2013,8.5,9,61.8,12.2,7,False,0,0,0,False,Weston,MAPC
